Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
Churn,1,363.753,4736.33333,89213.3333,23,-0.9953988,Silver,Billing Problem,24.3,1,0,11,1,0
Churn,1,163.02,5183.66667,26622.3333,15,-0.9789194,Silver,Billing Problem,22.5,1,0,11,1,0
Churn,1,187.33,6549.33333,38239.6667,23,-1,Silver,Call Quality,17.2,1,0,3,1,0
Churn,1,569.322,6011,17876,23,-0.0926431,Silver,Moving,14.8,1,0,6,1,0
No Churn,0,168.324,3155,24253.3333,23,0.5984252,Silver,Billing Problem,3.5,1,0,8,1,0
Churn,1,165.256,1433,41532,23,-0.3236196,Silver,Moving,4,1,0,16,1,0
No Churn,0,81.965,4771.33333,11076.3333,23,-0.0769231,Gold,Billing Problem,1,1,0,10,1,0
Churn,1,169.715,13001.3333,67836.3333,22,-0.611877,Silver,Billing Problem,15,1,0,2,1,0
No Churn,0,352.079,22149.3333,101729.667,22,-0.1139333,Silver,Billing Problem,5,1,0,22,1,0
No Churn,0,199.706,7373.66667,44292.3333,22,-0.1288407,Silver,Check Account,0,1,0,18,1,0
No Churn,0,212.251,7644.66667,40983.3333,22,-0.2162456,Silver,Billing Problem,14,1,0,7,1,0
Churn,1,155.22,10869,15100,22,-1,Silver,Billing Problem,17.3,1,0,22,1,0
Churn,1,162.539,10374.3333,26242,22,-1,Silver,Call Quality,24.5,1,0,22,1,0
Churn,1,324.987,745.333333,28715,22,0.73571429,Gold,Billing Problem,16.5,1,0,4,1,0
Churn,1,226.525,13048.3333,54133.6667,15,-0.0983607,Silver,Billing Problem,13,1,0,9,1,0
Churn,1,385.255,6670.66667,81300,22,-0.9966043,Silver,Call Quality,0,1,11,10,1,0
No Churn,0,165.256,1127.66667,24098.3333,22,0.4516129,Silver,Moving,8.3,1,0,9,1,0
Churn,1,302.107,19848.6667,62403.6667,22,-0.1590909,Silver,Billing Problem,16.2,1,0,10,1,0
No Churn,0,201.552,7625,27264.6667,22,-0.2119139,Silver,Moving,13.3,1,0,10,1,0
Churn,1,226.486,37907.3333,77432,22,-1,Silver,Call Quality,19,1,0,2,1,0
Churn,1,165.529,5692,29291.3333,22,-0.7435897,Silver,Billing Problem,15.4,1,0,5,1,0
No Churn,0,226.408,10239,47472.6667,22,-0.3406863,Silver,Billing Problem,25.5,1,0,10,1,0
Churn,1,47.151,9.33333333,338,22,-1,Gold,Billing Problem,19.6,1,0,10,1,0
No Churn,0,519.038,16198.3333,58263.6667,22,-0.08,Silver,Billing Problem,17.8,1,0,8,1,0
No Churn,0,565.253,959.666667,10129.6667,22,-0.7642857,Silver,Call Quality,0,1,0,9,1,0
Churn,1,260.078,13137,48190,22,-0.2420091,Silver,Billing Problem,9.8,1,0,12,1,0
Churn,1,234.13,10973.6667,21089.3333,22,-0.0231317,Silver,Billing Problem,24,1,0,6,1,0
Churn,1,55.081,9283.33333,22987.3333,17,-0.9537037,Gold,Billing Problem,16.4,1,0,3,1,0
No Churn,0,253.266,2479,36629.3333,22,-0.2111111,Silver,Billing Problem,16.2,1,0,1,1,0
No Churn,0,171.912,2540.66667,44740,22,-0.0334347,Silver,Check Account,0,1,0,22,1,0
Churn,1,133.497,1154.66667,2778.66667,22,0.75221239,Silver,Moving,11.3,1,0,11,1,0
Churn,1,155.896,13496,34900,22,-0.0902022,Silver,Moving,20.8,1,0,11,1,0
Churn,1,272.09,9468.66667,26686.6667,17,-0.4112115,Silver,Billing Problem,15.5,1,0,17,1,0
No Churn,0,296.738,8215.33333,76884.3333,22,-0.2157424,Silver,Billing Problem,8.3,1,0,7,1,0
Churn,1,358.475,5134,28938.6667,22,-0.9966741,Silver,Call Quality,22,1,0,14,1,0
No Churn,0,275.197,17987.6667,50420.3333,22,0.55495251,Silver,Billing Problem,15.2,1,0,11,1,0
Churn,1,485.043,13661.3333,17835.6667,22,1.01115417,Silver,Call Quality,32.3,1,0,8,1,0
Churn,1,253.383,1038.33333,8130.33333,21,-0.0031523,Silver,Call Quality,16.2,1,0,3,1,0
Churn,1,168.051,5986,17047,21,-0.6312292,Silver,Billing Problem,26.6,1,0,21,1,0
Churn,1,175.669,2062.66667,20642.6667,21,0.89648799,Silver,Call Quality,39.7,1,0,6,1,0
No Churn,0,168.558,2339.66667,14332.6667,21,0.73291925,Silver,Call Quality,35,1,0,17,1,0
Churn,1,231.907,10936.3333,35308,21,0.11740755,Silver,Call Quality,54.3,1,0,2,1,0
No Churn,0,209.001,8472.66667,43220.6667,21,-0.3905986,Silver,Billing Problem,1,1,0,16,1,0
Churn,1,134.901,4167,26277,21,-0.9367089,Gold,Billing Problem,27.5,1,0,21,1,0
No Churn,0,1240.993,1.33333333,117.333333,21,0,Gold,Billing Problem,8.8,1,0,17,1,0
Churn,1,173.784,2573.66667,40310.3333,21,-0.5622758,Silver,Billing Problem,7.9,1,0,4,1,0
Churn,1,166.907,11974.3333,43771.6667,21,-0.5053652,Silver,Billing Problem,10.7,1,0,0,1,0
No Churn,0,78,2391,11020.3333,21,0.41176471,Gold,Billing Problem,15.3,1,0,21,1,0
Churn,1,133.016,3217.66667,4252.33333,21,0.44578313,Silver,Billing Problem,25.2,1,0,21,1,0
Churn,1,170.768,6089.33333,8667.33333,21,0.07826087,Silver,Billing Problem,19.3,1,0,21,1,0
Churn,1,907.283,9867.33333,108890.333,21,-0.5364538,Silver,Billing Problem,40,1,0,8,1,0
Churn,1,165.256,9092,8145.33333,21,-0.9473684,Silver,Call Quality,27.3,1,0,20,1,0
Churn,1,708.786,30812.3333,129722,21,-0.0828258,Silver,Call Quality,22.3,1,0,28,1,0
Churn,1,276.939,17857.3333,60237,21,-0.0473934,Silver,Billing Problem,25,1,0,20,1,0
No Churn,0,201.851,10350,46408,21,1.01428571,Silver,Check Account,0,1,0,3,1,0
Churn,1,185.198,3555,15763,21,1.02,Silver,Billing Problem,15.4,1,0,13,1,0
Churn,1,289.77,5908.33333,15122.6667,21,-0.0053476,Silver,Call Quality,16.3,1,0,20,1,0
Churn,1,433.251,12986.3333,37590.3333,21,-0.0072727,Silver,Call Quality,27,1,0,8,1,0
Churn,1,216.866,7744,18508,20,-1,Silver,Billing Problem,13.8,1,0,2,1,0
No Churn,0,456.001,11794,20539.3333,20,-0.3435222,Silver,Billing Problem,12.7,1,0,1,1,0
Churn,1,133.913,1637.66667,5315,20,0.29355003,Silver,Moving,18,1,0,20,1,0
No Churn,0,262.054,1647,13507.6667,20,0.36470015,Silver,Billing Problem,7.2,1,0,3,1,0
No Churn,0,198.302,11531,41108.6667,20,-0.385952,Silver,Billing Problem,17.2,1,25,0,1,0
Churn,1,436.566,18757.3333,63384,20,0.19200286,Silver,Call Quality,19.5,1,0,4,1,0
No Churn,0,180.31,9302.66667,30153.6667,20,0.14416776,Silver,Billing Problem,12.3,1,0,18,1,0
No Churn,0,245.193,9032.33333,60536.3333,20,-0.578961,Silver,Billing Problem,4,1,0,8,1,0
No Churn,0,202.917,6823,23100.3333,20,0.05426074,Silver,Billing Problem,3.5,1,0,7,1,41
No Churn,0,165.256,8114,32317.3333,20,-0.0648148,Silver,Billing Problem,5,1,0,20,1,0
Churn,1,132.197,19563,24124.3333,20,0.12,Silver,Billing Problem,5.8,1,0,3,1,0
No Churn,0,213.603,10952,27195,20,-0.7019231,Silver,Call Quality,19.8,1,0,20,1,0
Churn,1,174.109,9057.33333,22293.6667,20,0.5480427,Silver,Billing Problem,21,1,0,8,1,0
No Churn,0,169.039,3481,12083,20,0.245,Silver,Check Account,0,1,0,20,1,0
Churn,1,332.098,38198.6667,67110.3333,20,-0.2005331,Silver,Billing Problem,17,1,0,1,1,0
No Churn,0,89.843,2730.33333,68165,20,0.17032967,Gold,Billing Problem,0,1,0,8,1,0
Churn,1,118.664,2263,15860,20,-0.6367082,Silver,Billing Problem,29.8,1,0,19,1,0
Churn,1,358.358,3385.33333,25449.6667,20,-0.9932534,Silver,Call Quality,17,1,0,1,1,0
Churn,1,357.617,43160,71712.6667,20,-0.0819352,Silver,Billing Problem,36.8,1,0,11,1,0
Churn,1,323.141,971.333333,17315.3333,20,-0.5440833,Silver,Call Quality,29.2,1,0,3,1,0
No Churn,0,188.942,17732.3333,49521.6667,20,-0.1319555,Silver,Moving,4,1,0,4,1,0
No Churn,0,323.154,3750.33333,77771.6667,19,0.12348668,Silver,Billing Problem,8,1,0,19,1,0
Churn,1,394.914,1938,6318.33333,19,-0.2978723,Silver,Billing Problem,21.8,1,0,0,1,0
No Churn,0,204.893,8559.33333,55972.3333,19,0.17090069,Silver,Check Account,0,1,0,5,1,0
Churn,1,175.227,2322.33333,5847.66667,19,-0.6117857,Silver,Billing Problem,17.8,1,0,17,1,0
No Churn,0,165.256,4059,35382.3333,19,-0.1753555,Silver,Billing Problem,13,1,0,0,1,0
No Churn,0,165.256,2657.33333,24270,19,-0.2391753,Silver,Billing Problem,11.8,1,0,8,1,0
Churn,1,203.814,7666.33333,18941.3333,19,-1,Silver,Call Quality,33.8,1,0,19,1,0
Churn,1,87.36,4702.33333,14830,19,4.22222222,Gold,Billing Problem,13,1,0,7,1,0
Churn,1,196.105,15529,54892.3333,19,-0.2984823,Silver,Billing Problem,11.7,1,0,13,1,0
Churn,1,142.09,9937.66667,17929,19,-0.3014797,Silver,Billing Problem,14.8,1,0,6,1,0
Churn,1,305.149,14221,71381,19,0.47395944,Silver,Billing Problem,11.3,1,0,5,1,0
No Churn,0,171.808,2585,31245.3333,19,0.26704545,Silver,Billing Problem,0,1,0,18,1,0
No Churn,0,277.654,6009.66667,26771,19,1.32048193,Silver,Billing Problem,11,1,0,1,1,0
Churn,1,133.848,2322.66667,5091,19,-0.1,Silver,Call Quality,44.5,1,0,6,1,0
No Churn,0,179.335,2305.66667,17391.6667,19,0.61311475,Silver,Billing Problem,19.3,1,0,19,1,0
Churn,1,417.391,7206.66667,21263.6667,19,-0.38479,Silver,Billing Problem,20,1,0,19,1,0
Churn,1,417.586,1989,2323.66667,19,0.84210526,Gold,Billing Problem,3,1,0,7,1,0
Churn,1,167.661,4674,15000.3333,19,-0.0816327,Silver,Billing Problem,19.3,1,0,10,1,0
No Churn,0,510.12,5638,74481,19,-0.4506579,Silver,Billing Problem,10.8,1,12,6,1,0
No Churn,0,165.256,10677.3333,38172.3333,19,-0.1030043,Silver,Billing Problem,3.2,1,0,1,1,0
No Churn,0,198.302,3782.66667,34688.3333,19,0.15159668,Silver,Billing Problem,8,1,0,19,1,0
No Churn,0,537.745,6967.33333,65816,19,-0.2023382,Silver,Billing Problem,21.2,1,0,19,1,0
Churn,1,495.625,12516.6667,105638,19,-1,Silver,Call Quality,21.8,1,28,1,1,0
Churn,1,56.979,54.6666667,1306,19,50,Gold,Billing Problem,41.8,1,0,7,1,0
Churn,1,165.256,8360.66667,78335.6667,19,-0.6017699,Silver,Billing Problem,19.7,1,0,5,1,0
Churn,1,137.423,7472,20947.6667,19,-0.5123693,Silver,Billing Problem,9,1,0,19,1,0
Churn,1,166.881,7559.66667,42665.6667,19,-0.1826484,Silver,Billing Problem,21.3,1,0,19,1,0
No Churn,0,37.011,28,4407.33333,19,-0.6142857,Gold,Call Quality,4,1,0,19,1,0
No Churn,0,937.313,72377,259644.667,19,0.59915681,Silver,Billing Problem,9,1,0,6,1,0
No Churn,0,747.643,25338.6667,88214.6667,19,0.33565827,Silver,Billing Problem,24,1,0,2,1,0
Churn,1,215.826,9029.66667,59558.3333,19,0.20879089,Silver,Billing Problem,23,1,0,18,1,0
No Churn,0,224.653,11120.6667,29026.6667,19,-0.2459459,Silver,Billing Problem,69,1,0,14,1,0
Churn,1,137.839,6476.66667,44903.6667,19,-0.5968379,Silver,Billing Problem,23.2,1,0,3,1,0
No Churn,0,188.162,1854.66667,1025.66667,19,-0.9188014,Silver,Call Quality,17,1,0,9,1,0
Churn,1,606.84,35760.3333,193732.667,18,-0.9887169,Silver,Call Quality,20.3,1,0,5,1,0
No Churn,0,221.637,33747.6667,163846.667,18,-0.2624883,Silver,Moving,15,1,0,18,1,0
Churn,1,170.768,3982.33333,25285,18,-0.0672269,Silver,Billing Problem,32.7,1,0,2,1,0
Churn,1,204.217,20150.6667,41250.6667,18,-0.6441635,Silver,Call Quality,14.3,1,0,7,1,0
Churn,1,276.9,3760,13951.3333,18,-0.166875,Silver,Billing Problem,22,1,0,18,1,0
Churn,1,165.256,1919,16488.6667,18,-0.4190751,Silver,Call Quality,13.8,1,0,2,1,0
Churn,1,390.936,24550,259089.333,18,-0.4039453,Silver,Billing Problem,18,1,0,4,1,0
No Churn,0,166.647,3723.66667,9206.66667,18,1.61068702,Silver,Billing Problem,33,1,0,5,1,0
Churn,1,264.316,2175.33333,21123.6667,18,0.01123596,Silver,Billing Problem,10,1,0,5,1,0
Churn,1,159.744,3046.66667,15128.6667,18,1.77417747,Silver,Billing Problem,48,1,0,18,1,0
Churn,1,137.15,5321,28238.6667,18,-0.8064516,Silver,Billing Problem,3,1,0,18,1,0
Churn,1,199.238,13313.6667,30799.6667,18,-0.2123386,Silver,Billing Problem,8.3,1,0,18,1,0
Churn,1,169.858,2976,15792,18,-0.1831683,Silver,Billing Problem,13.8,1,0,18,1,0
No Churn,0,218.348,18226,54806,18,-0.2755102,Silver,Billing Problem,12.5,1,0,9,1,0
No Churn,0,173.693,6134.66667,7688,18,-0.3865438,Silver,Billing Problem,2,1,0,18,1,0
Churn,1,1493.778,44670.3333,177916.333,18,-1,Silver,Call Quality,19.3,1,0,17,1,0
Churn,1,196.43,4915.33333,27584.6667,18,-0.3148148,Silver,Billing Problem,16.7,1,0,4,1,0
Churn,1,266.214,11903.6667,20566,18,-1,Silver,Call Quality,23.7,1,0,18,1,0
Churn,1,687.258,30357.6667,88196,18,-1,Silver,Call Quality,31,1,0,18,1,0
Churn,1,623.597,16310.6667,122209.667,18,-0.435364,Silver,Billing Problem,18.1,1,0,4,1,0
Churn,1,175.149,12616,31828,18,-1,Silver,Call Quality,44,1,0,4,1,0
Churn,1,58.253,2962.66667,34900.6667,18,-0.1292423,Silver,Billing Problem,17.2,1,0,14,1,0
No Churn,0,335.92,8967.33333,17338,18,-0.8131737,Gold,Call Quality,16,1,0,13,1,0
Churn,1,267.462,5188,14882.6667,18,-1,Silver,Billing Problem,20.7,1,0,18,1,0
Churn,1,174.044,17121,49292.3333,18,-0.532361,Silver,Billing Problem,12.3,1,0,17,1,0
Churn,1,327.951,15891.3333,51176.3333,18,-0.9541485,Silver,Billing Problem,13.6,1,0,18,1,0
Churn,1,99.151,3983.33333,21133.3333,18,-0.8918033,Gold,Billing Problem,15.6,1,0,6,1,0
No Churn,0,0,15855.6667,66880,18,-0.2760736,Silver,Billing Problem,6,1,0,14,1,0
Churn,1,280.787,20873.6667,51082,17,-0.9845231,Gold,Call Quality,33.3,1,0,4,1,0
No Churn,0,372.476,7687,34456.3333,17,0.46739398,Silver,Moving,8.2,1,0,3,1,0
No Churn,0,165.256,3360,19098.3333,17,0.256,Silver,Billing Problem,9,1,0,17,1,0
Churn,1,167.856,6884.33333,36561,17,-0.3095624,Silver,Billing Problem,30.3,1,0,17,1,0
Churn,1,362.05,5245,57926.3333,17,-0.6272359,Silver,Billing Problem,20.8,1,0,17,1,0
Churn,1,208.598,7357.66667,45873.6667,17,0.50488599,Gold,Billing Problem,24.2,1,0,18,1,0
Churn,1,193.362,2289.66667,11215.6667,17,-1,Silver,Billing Problem,7.5,1,0,17,1,0
Churn,1,113.737,6669.33333,22763,17,0.97909699,Silver,Call Quality,22,1,0,1,1,0
Churn,1,360.217,10598.3333,37619.6667,17,-0.2622222,Silver,Call Quality,18.3,1,0,3,1,0
Churn,1,161.993,1871.66667,20909.3333,17,-0.9262899,Silver,Call Quality,33,1,0,17,1,0
Churn,1,275.535,47485,154611,17,0.17827632,Silver,Call Quality,11.8,1,0,17,1,0
Churn,1,591.214,22769.3333,156705.667,17,-1,Silver,Call Quality,21,1,0,11,1,0
No Churn,0,235.885,9589,35892.6667,17,-0.0437707,Silver,Billing Problem,15.7,1,0,6,1,0
Churn,1,544.947,19643.6667,41066.3333,17,-0.0933908,Silver,Billing Problem,14,1,0,14,1,0
Churn,1,173.628,1358.33333,13782,17,-0.2160804,Silver,Call Quality,9.5,1,8,17,1,0
Churn,1,100.139,2356.66667,14374,17,-0.7058945,Silver,Billing Problem,20,1,0,17,1,0
Churn,1,167.648,3097.66667,15440.3333,17,0.1875,Silver,Call Quality,32,1,0,17,1,0
Churn,1,220.337,16582.3333,52312,17,-0.9903692,Silver,Call Quality,31.7,1,0,12,1,0
No Churn,0,202.215,1056.66667,10057.3333,17,-0.0172911,Silver,Call Quality,9.3,1,0,17,1,0
No Churn,0,208.208,9863,19415,17,1.3579653,Silver,Billing Problem,15.3,1,0,10,1,0
Churn,1,165.256,0,0,17,0,Silver,Call Quality,35,1,0,17,1,0
No Churn,0,541.619,15996.6667,55469,16,0.20080827,Silver,Billing Problem,11,1,0,3,1,0
No Churn,0,248.027,3516.66667,49944,16,0.3866211,Silver,Billing Problem,16.7,1,0,18,1,0
No Churn,0,690.742,7225,82259.3333,16,-0.0064705,Silver,Billing Problem,18.4,1,26,16,1,0
No Churn,0,178.035,8569,30022.6667,16,0.27009099,Silver,Billing Problem,2,1,0,15,1,0
Churn,1,346.606,12199.3333,33544.3333,16,-0.5978411,Silver,Billing Problem,22,1,0,16,1,0
No Churn,0,234.104,25602.3333,100874.333,16,-0.5386701,Silver,Check Account,2,1,0,0,1,0
Churn,1,203.008,18123.3333,50517.3333,16,0.20450934,Silver,Call Quality,13,1,0,16,1,0
Churn,1,206.219,4397.33333,12941.3333,16,0.07497638,Silver,Call Quality,23.8,1,0,12,1,0
Churn,1,733.733,491.666667,1528.33333,16,-0.4367089,Silver,,18.4,1,0,4,1,25
Churn,1,357.422,6535,47732,16,-0.3926008,Silver,Billing Problem,29.5,1,60,2,1,0
Churn,1,166.465,7931,19278,16,-0.6357673,Silver,Billing Problem,31,1,0,16,1,0
Churn,1,430.014,19798,94471.6667,16,-0.9946115,Silver,Call Quality,22.5,1,245,16,1,0
Churn,1,120.081,87.3333333,6904,16,0.38884424,Silver,Billing Problem,9,1,0,33,1,0
Churn,1,357.994,7053.33333,48473.3333,16,0.55366171,Silver,Billing Problem,10.6,1,137,7,1,0
Churn,1,230.425,22435.6667,45037.3333,16,-0.4206034,Silver,Billing Problem,19.7,1,0,16,1,0
Churn,1,169.481,1343.66667,12698.6667,16,-0.8479302,Silver,Call Quality,35.8,1,0,16,1,0
Churn,1,162.162,6966.33333,71065.6667,16,-0.1768504,Silver,Billing Problem,14.4,1,0,15,1,0
No Churn,0,1701.362,52980.6667,278627,16,-0.0687638,Silver,Billing Problem,14.8,1,0,5,1,0
Churn,1,215.657,5060,24367.6667,15,-0.540531,Silver,Billing Problem,21.8,1,0,24,1,0
No Churn,0,110.851,6893,22895,15,0.62655291,Silver,Call Quality,22.3,1,0,6,1,0
Churn,1,338.728,6452.66667,116732.333,15,-0.2497587,Silver,Billing Problem,15,1,0,3,1,0
Churn,1,289.081,43886.3333,132335,15,-0.9986461,Silver,Call Quality,14,1,0,3,1,0
Churn,1,229.021,47555,127758,15,-0.4806632,Silver,Call Quality,21,1,0,1,1,0
Churn,1,777.543,8039.66667,38923.6667,15,-0.9833434,Silver,Billing Problem,23,1,0,13,1,0
Churn,1,167.18,12047.6667,35601,15,-0.4142557,Silver,Billing Problem,6,1,0,15,1,0
No Churn,0,222.287,39995.6667,91908.6667,15,0.42033759,Silver,Billing Problem,4,1,0,7,1,0
Churn,1,50.791,11692,42819.3333,15,-1,Gold,Billing Problem,6.3,1,0,4,1,0
Churn,1,159.744,4168.66667,35293.3333,15,-0.6315056,Silver,Billing Problem,22,1,0,2,1,0
No Churn,0,168.051,8477.33333,19618.3333,15,0.74868597,Silver,Check Account,0,1,0,3,1,0
No Churn,0,280.41,25297.3333,64730,39,0.09590044,Silver,Moving,7,2,0,0,1,0
Churn,1,172.081,12667.6667,21151.6667,21,0.06622517,Silver,Call Quality,11,2,0,8,1,0
Churn,1,287.43,3298.33333,8074.66667,39,-0.1029412,Silver,Billing Problem,6,2,0,1,1,0
No Churn,0,355.576,16081,22530,39,0.20833333,Silver,Moving,8,2,0,8,1,0
Churn,1,444.561,6414.33333,37064,39,-1,Silver,Billing Problem,15.6,2,218,5,1,60
No Churn,0,480.714,16719.3333,200375,39,-0.2204567,Silver,Billing Problem,6.4,2,0,39,1,15.5
Churn,1,187.434,8909.66667,38646,39,0.08066759,Silver,Billing Problem,13.3,2,0,11,1,0
No Churn,0,223.639,9454,26038,39,-0.1051348,Silver,Inaccurate Sales Inf,8,2,0,2,1,0
No Churn,0,225.992,1832,8641.66667,39,0.5,Gold,Billing Problem,14.7,2,0,39,1,0
No Churn,0,275.21,5119,20721.3333,20,0.37595816,Silver,Moving,0,2,0,7,1,0
Churn,1,129.701,4371,19810.3333,22,-0.2560976,Silver,Call Quality,42.8,2,4,6,1,0
No Churn,0,352.261,34497.3333,137938.667,39,-0.0410634,Silver,Moving,0,2,0,11,1,0
Churn,1,119.6,155.666667,3107,25,0.01470588,Gold,Call Quality,12.5,2,0,38,1,0
Churn,1,132.197,1758,7827.66667,39,-1,Silver,Billing Problem,20.5,2,0,16,1,0
No Churn,0,161.278,17811.3333,60141.6667,39,-0.0715083,Silver,Billing Problem,12.6,2,5.5,9,1,0
No Churn,0,406.12,10822,82602.3333,39,-0.1054543,Silver,Billing Problem,0,2,0,4,1,0
No Churn,0,141.401,765.333333,35867.6667,30,-0.5440445,Silver,Check Account,0,2,15,6,1,0
No Churn,0,318.162,35669.3333,120887.333,39,-0.0911017,Silver,Billing Problem,15,2,0,1,1,0
No Churn,0,360.945,5149,35030.6667,39,0.10496183,Silver,Billing Problem,18.8,2,0,13,1,0
No Churn,0,211.991,4449,40016.6667,39,0.16088766,Silver,Billing Problem,3.2,2,0,39,1,0
Churn,1,65.234,519.333333,3789.66667,39,0.42105263,Gold,Call Quality,25.3,2,0,3,1,0
No Churn,0,390.026,16414,89187.6667,28,-0.0987821,Silver,Billing Problem,15.3,2,0,11,1,0
Churn,1,590.564,18063.3333,103027.667,39,-0.654455,Silver,Call Quality,28.7,2,0,6,1,0
Churn,1,46.488,1571.66667,16343,39,1.82352941,Gold,Billing Problem,45,2,0,15,1,0
No Churn,0,205.907,0,0,24,-0.2508834,Silver,Call Quality,31,2,0,17,1,0
No Churn,0,132.197,8141.33333,28508.3333,25,-0.0438931,Silver,Billing Problem,2,2,0,25,1,0
No Churn,0,724.308,8746,20997.3333,39,-0.1801802,Silver,Moving,7,2,228,20,1,0
No Churn,0,427.661,7967.33333,48694,39,0.01046622,Silver,Billing Problem,9.7,2,0,12,1,9
No Churn,0,171.756,8080.66667,21082.6667,39,0.04889976,Silver,Billing Problem,1.7,2,0,38,1,9
No Churn,0,175.201,18133.6667,36126.6667,18,-0.1658986,Silver,Billing Problem,11.7,2,0,18,1,0
Churn,1,308.256,4236,58081,39,-0.9769939,Silver,Call Quality,27.7,2,0,13,1,0
No Churn,0,495.443,9520,31413.6667,18,0.02336449,Silver,Billing Problem,6.8,2,0,2,1,0
No Churn,0,261.183,17281.6667,70833.6667,26,-0.3443351,Silver,Billing Problem,16.3,2,0,8,1,0
No Churn,0,476.242,17081.6667,102527.667,38,-0.0914052,Silver,Billing Problem,11.2,2,0,22,1,0
No Churn,0,753.181,7733,74902.6667,38,0.25181818,Silver,Billing Problem,11.4,2,0,7,1,15.5
Churn,1,434.135,24919,155984,38,-0.4776667,Silver,Billing Problem,16.2,2,0,3,1,0
Churn,1,559.455,19759,79370.6667,19,0.04900459,Silver,Billing Problem,15.9,2,0,13,1,0
No Churn,0,201.734,12763.3333,68896,34,0.22713188,Silver,Billing Problem,10.1,2,0,11,1,0
Churn,1,413.049,8020.66667,41182.6667,38,-0.9436561,Gold,Billing Problem,23.2,2,0,8,1,0
Churn,1,207.779,4540.33333,34750.3333,18,-0.0872694,Silver,Billing Problem,25.2,2,0,15,1,0
No Churn,0,165.581,2612.66667,5197.33333,38,-0.598973,Silver,Call Quality,17,2,0,6,1,50
Churn,1,164.398,3777.66667,16499.3333,29,0.26376297,Silver,Call Quality,17.8,2,0,9,1,0
No Churn,0,274.443,16205.6667,176937.667,22,-0.2338624,Silver,Billing Problem,8.3,2,0,11,1,0
Churn,1,209.586,1863.66667,28107,38,-0.7477729,Silver,Call Quality,7,2,15,1,1,0
No Churn,0,180.258,27089.6667,43711.3333,38,0.00619437,Silver,Billing Problem,16.4,2,0,7,1,0
Churn,1,152.347,3214,30517.3333,38,1.80977187,Silver,Billing Problem,41.8,2,0,21,1,0
Churn,1,316.355,12562.3333,55185.3333,24,-0.5447044,Silver,Moving,9,2,8,5,1,0
No Churn,0,165.529,25898.6667,99927.6667,36,0.01101707,Silver,Billing Problem,16.8,2,0,6,1,0
No Churn,0,218.309,22073.3333,104847.667,25,-1,Gold,Billing Problem,16.8,2,0,6,1,26.5
Churn,1,170.911,5509.66667,3418.33333,38,-1,Gold,Call Quality,61.3,2,0,3,1,71
No Churn,0,132.197,3466,11720.3333,19,-0.2105155,Silver,Call Quality,2.7,2,0,1,1,0
No Churn,0,427.375,13935.6667,85580.3333,38,-0.1838615,Silver,Billing Problem,12.5,2,0,3,1,0
No Churn,0,198.991,14657.3333,55706.6667,37,-0.1871343,Silver,Billing Problem,8.8,2,0,4,1,0
No Churn,0,47.086,9188.33333,29447.3333,37,-0.6222222,Gold,Billing Problem,10,2,0,12,1,0
Churn,1,322.66,20573,164033.667,37,-0.9860902,Silver,Call Quality,16.8,2,25,4,1,51
Churn,1,246.337,6874,24706.3333,20,-0.3918919,Silver,Billing Problem,25.4,2,0,5,1,0
Churn,1,222.521,9286,26118.3333,37,1.70789118,Silver,Billing Problem,23.5,2,0,1,1,0
Churn,1,349.7,22312.6667,91007,37,-0.9320635,Silver,Call Quality,27.3,2,0,11,1,0
No Churn,0,63.362,1679.66667,12485,37,2.1608013,Silver,Billing Problem,11,2,0,11,1,0
Churn,1,82.68,1854.66667,15617.3333,37,-1,Gold,Call Quality,24,2,0,5,1,0
No Churn,0,344.123,17313,79617.6667,37,-0.5177337,Silver,Billing Problem,23.5,2,0,9,1,0
No Churn,0,622.583,3125.33333,16871.6667,26,2.09334486,Silver,Billing Problem,14.7,2,0,17,1,26.5
No Churn,0,171.21,1076.33333,17183.6667,36,-0.2944494,Silver,Billing Problem,11.3,2,0,16,1,0
Churn,1,148.421,4856,17601.3333,36,-0.4064171,Gold,Billing Problem,9.8,2,9,11,1,0
Churn,1,386.061,7644,67367,36,-0.5652591,Silver,Billing Problem,24.6,2,0,3,1,0
No Churn,0,73.008,3595,3424.66667,36,0.22535211,Gold,Billing Problem,16.5,2,0,14,1,56.5
Churn,1,145.353,3332.66667,11707,31,-0.4352941,Silver,Billing Problem,32,2,0,23,1,0
No Churn,0,487.409,21136,43847.6667,36,-0.1028037,Silver,Billing Problem,12.6,2,0,5,1,0
No Churn,0,62.53,4865.66667,6814.66667,36,-0.1428571,Gold,Billing Problem,38.6,2,0,13,1,0
No Churn,0,282.906,4225.33333,99775,36,-0.1674641,Silver,Billing Problem,13.5,2,0,0,1,0
Churn,1,165.256,15009.6667,49235.6667,20,-0.6018519,Silver,Call Quality,33.8,2,0,4,1,0
Churn,1,166.608,6616.33333,21448,19,-1,Silver,Call Quality,19,2,0,10,1,0
Churn,1,190.476,9702.66667,17458,35,-0.9681081,Silver,Call Quality,16,2,0,36,1,25
Churn,1,320.32,3572.66667,48213,24,-0.7881773,Silver,Call Quality,19.8,2,0,24,1,0
